iso3,year,cause,sex,all,a00,a01,a05,a10,a15,a20,a25,a30,a35,a40,a45,a50,a55,a60,a65,a70,a75,a80,a85,age,any_year_reason,unk
MEX,2015,1230,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1240,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1250,1,1498,5,3,5,9,12,19,21,36,49,51,81,87,109,118,103,118,169,178,325,0,0,0
MEX,2015,1250,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1270,1,123,0,0,0,0,0,0,0,1,0,1,1,1,2,2,7,7,11,21,69,0,0,0
MEX,2015,1300,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,830,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MEX,2015,1350,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1370,1,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1390,1,222,86,36,1,5,6,10,6,11,7,5,11,14,12,8,3,1,0,0,0,0,0,0
MEX,2015,1400,2,2220,1599,223,51,50,40,31,26,29,12,23,14,20,8,18,14,19,13,13,17,0,0,0
MEX,2006,1080,2,14244,41,12,13,20,31,38,76,91,153,244,364,459,601,800,1112,1595,2217,2354,4005,0,0,18
MEX,2015,1440,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1450,1,8,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,2,0,0,0,0,0,0
MEX,2015,1475,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1480,2,12770,516,567,235,381,1008,1058,957,777,808,661,569,540,495,481,452,512,579,675,1376,0,0,123
MEX,2015,1490,1,27015,604,648,365,490,1855,2909,2435,2137,2220,1979,1814,1659,1442,1288,1077,993,866,776,1033,0,0,425
MEX,2015,1500,2,3212,32,163,91,114,272,343,277,202,226,207,189,200,180,156,143,139,126,68,75,0,0,9
MEX,2015,1510,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1520,1,2116,20,42,15,18,45,90,94,106,135,166,164,165,178,185,169,169,136,101,105,0,0,13
MEX,2009,750,1,1946,0,14,17,27,41,58,61,57,68,89,106,154,188,207,231,204,197,127,100,0,0,0
MEX,2015,1542,2,31,0,2,1,6,2,0,1,3,4,4,2,2,1,0,0,0,1,0,2,0,0,0
MEX,2003,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1542,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1580,1,17621,35,57,37,105,1273,2468,2501,2357,2148,1858,1308,926,660,423,291,176,134,73,47,0,0,744
MEX,2009,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,0,2,296594,10714,2333,1078,1330,2391,3078,3396,3852,5171,7326,9818,13878,18276,22265,25235,28704,32531,35666,69286,0,0,266
MEX,2016,10,1,35138,8563,673,165,157,273,645,1009,1195,1321,1480,1491,1451,1516,1576,1605,1720,2059,2648,5486,0,0,105
MEX,2016,10,9,85,77,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
MEX,2016,30,1,1516,1,6,3,3,27,44,86,91,108,113,132,144,152,131,123,107,106,72,52,0,0,15
MEX,2016,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,340,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,1020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,80,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,742,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,310,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,240,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,100,2,2000,215,153,17,11,15,13,18,17,21,33,33,59,84,125,136,155,221,226,447,0,0,1
MEX,2016,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,1410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,170,1,236,22,8,3,4,7,14,17,15,18,10,16,14,22,21,21,10,9,3,2,0,0,0
MEX,2016,180,1,165,7,12,5,2,6,5,5,11,9,13,17,11,16,11,15,8,6,4,2,0,0,0
MEX,2016,220,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,240,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,780,1,2031,32,43,29,21,41,44,54,45,74,73,102,133,152,174,222,222,232,163,172,0,0,3
MEX,2009,590,1,215451,5127,1425,824,965,1645,2060,2521,3742,5339,7264,10188,13610,16026,18939,21620,24329,25673,22561,31082,0,0,511
MEX,2016,270,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,290,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,380,1,12642,597,280,45,41,90,188,244,293,343,529,548,611,710,797,820,911,1066,1488,2994,0,0,47
MEX,2016,380,2,9947,463,273,53,53,66,90,98,106,171,239,282,326,419,464,567,671,983,1182,3430,0,0,11
MEX,2016,440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,490,1,7234,7234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,500,1,2576,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,510,2,1119,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,560,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,570,1,1063,16,9,3,4,9,23,13,16,27,35,29,48,45,54,48,98,109,154,323,0,0,0
MEX,2016,600,1,39649,30,181,275,299,460,562,534,600,735,1093,1491,2122,3088,4015,4760,5166,5195,4394,4640,0,0,9
MEX,2016,610,2,411,0,1,1,0,4,1,2,5,10,14,16,26,37,43,51,55,36,43,66,0,0,0
MEX,2016,611,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,612,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,613,1,282,0,0,0,0,0,3,2,2,4,5,11,22,29,41,31,34,39,28,31,0,0,0
MEX,2016,620,1,829,0,0,0,0,0,4,7,4,6,12,33,55,85,104,124,139,106,78,72,0,0,0
MEX,2016,620,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,640,1,3177,0,0,0,1,8,14,39,44,78,142,175,243,322,368,406,393,419,262,263,0,0,0
MEX,2016,640,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,650,2,3253,4,8,4,4,8,7,11,17,35,62,90,193,277,354,444,473,511,373,378,0,0,0
MEX,2016,682,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,200,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,731,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,170,1,249,51,17,7,12,10,7,16,11,12,14,11,12,14,15,12,11,5,9,2,0,0,1
MEX,2016,742,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,751,1,309,0,0,4,7,5,13,12,16,21,16,25,18,30,15,30,31,32,19,15,0,0,0
MEX,2002,170,2,153,28,21,7,5,4,8,10,10,5,3,11,4,8,5,9,5,4,0,6,0,0,0
MEX,2016,752,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEX,2004,9000,1,1346,4,9,4,8,11,24,27,17,44,45,58,63,109,165,165,173,156,137,124,0,0,3
MEX,1998,150,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,950,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,820,2,73,0,0,0,0,0,0,2,0,2,2,2,0,3,4,2,7,5,22,22,0,0,0
MEX,2016,840,1,72,0,0,0,1,1,1,1,5,2,10,3,7,10,8,8,4,4,4,3,0,0,0
MEX,2003,120,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,840,2,43,0,0,0,0,0,0,3,1,3,4,2,1,5,3,3,6,4,3,5,0,0,0
MEX,2016,860,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEX,2016,910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,910,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,910,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,950,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,960,1,18,0,0,0,1,3,3,2,0,1,3,2,0,1,0,1,0,0,1,0,0,0,0
MEX,2016,960,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,30,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MEX,2016,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,780,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1070,1,53416,0,0,0,0,94,217,324,561,858,1306,1850,2782,3760,4392,5148,5855,6485,6985,12647,0,0,152
MEX,2009,0,1,307712,16134,3251,1651,2190,6395,9226,10092,11148,12540,13074,15107,17845,19606,21950,24579,27422,29086,25977,38795,0,0,1644
MEX,2016,1170,1,22464,2,6,0,1,9,82,301,695,1346,2092,2427,2781,2866,2625,2245,1829,1393,930,714,0,0,120
MEX,2012,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1240,2,1607,3,3,2,1,5,12,14,9,30,24,43,82,92,87,97,122,205,240,535,0,0,1
MEX,2016,1270,2,160,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,10,14,19,105,0,0,0
MEX,2010,1360,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1280,1,55,0,0,0,0,0,0,0,0,3,3,4,6,6,6,7,3,6,6,5,0,0,0
MEX,2012,420,2,1036,0,0,0,2,135,203,210,220,200,58,7,1,0,0,0,0,0,0,0,0,0,0
MEX,2016,1280,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,930,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1310,1,4858,3233,457,131,100,143,154,125,85,57,63,58,53,47,35,27,27,15,26,21,0,0,1
MEX,2016,1310,2,4174,2801,440,115,99,81,80,71,56,65,50,54,44,45,36,35,23,23,19,37,0,0,0
MEX,2016,1320,1,97,92,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1340,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1350,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1370,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1420,9,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1475,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1480,1,57293,673,681,427,777,4076,7081,6739,6034,5589,5102,3897,3297,2698,2135,1758,1387,1175,908,1183,0,0,1676
MEX,2016,1480,2,13210,506,505,243,449,984,1093,960,861,799,707,583,538,520,474,461,533,603,720,1503,0,0,168
MEX,2016,1510,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEX,2016,1540,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1541,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1550,1,8507,529,206,81,131,350,576,550,543,519,570,538,492,481,420,371,405,432,412,751,0,0,150
MEX,2003,1300,2,1077,3,3,6,26,49,67,64,60,73,81,68,61,59,53,48,56,62,81,157,0,0,0
MEX,2016,1590,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,350,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,10,1,34966,8676,616,192,157,283,587,1028,1213,1360,1339,1395,1473,1460,1500,1539,1776,2120,2531,5610,0,0,111
MEX,2017,30,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,550,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,1260,1,242,0,0,1,0,0,0,2,4,5,5,6,9,14,13,31,24,41,38,49,0,0,0
MEX,2017,140,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,0,1,329481,15855,2805,1555,2012,6843,10160,10191,11010,12486,13415,15804,18657,21733,24064,26503,29154,31496,29685,43505,0,0,2548
MEX,2017,170,1,244,27,11,8,2,16,6,13,15,14,20,10,13,23,20,14,9,6,8,7,0,0,2
MEX,2003,1270,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,370,2,2801,347,146,54,47,60,37,40,66,61,96,103,116,167,185,209,206,241,232,384,0,0,4
MEX,2001,753,2,284,0,0,0,0,0,0,0,2,5,6,13,22,33,36,52,48,40,16,10,0,0,1
MEX,2017,280,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,751,2,200,0,2,0,0,7,4,18,7,9,10,12,13,13,17,16,22,20,15,15,0,0,0
MEX,2001,100,1,2387,885,366,33,27,20,27,34,31,36,31,44,43,57,72,61,115,128,118,252,0,0,7
MEX,2017,340,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,380,2,10338,461,278,64,48,68,91,116,121,148,207,259,341,420,495,634,686,968,1268,3662,0,0,3
MEX,2017,390,2,10268,454,273,61,46,65,90,116,118,146,206,257,338,417,491,632,684,962,1264,3645,0,0,3
MEX,2003,10,9,79,58,3,0,1,0,0,0,1,1,0,0,1,1,0,4,0,1,1,3,0,0,4
MEX,2017,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,450,2,165,0,0,0,0,21,24,29,39,37,14,1,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,450,2,466,0,0,0,6,49,111,104,90,68,34,4,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,480,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,500,1,2570,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,900,2,29,0,0,0,0,2,8,3,3,2,0,1,0,0,1,2,1,2,2,1,0,0,1
MEX,1999,1470,2,28,1,4,0,1,0,1,3,0,2,0,1,2,2,4,1,1,0,2,3,0,0,0
MEX,2017,530,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEX,2017,560,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,560,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,570,2,945,7,2,2,2,2,8,9,11,13,26,20,23,35,41,41,70,103,148,382,0,0,0
MEX,2017,590,9,83,48,0,0,0,0,0,0,1,3,0,0,0,1,4,2,2,0,1,1,0,0,20
MEX,2017,610,1,745,0,0,0,1,3,5,5,8,14,20,42,57,76,87,102,92,96,71,66,0,0,0
MEX,2002,510,2,1544,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,630,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,500,9,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,1550,9,11,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,5
MEX,2008,1090,2,521,39,18,3,9,6,6,21,6,20,25,30,20,33,47,48,45,47,45,53,0,0,0
MEX,2017,500,2,1922,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,680,1,907,2,1,0,1,2,3,7,11,15,24,37,52,65,77,93,87,103,104,223,0,0,0
MEX,2017,682,2,414,0,0,0,4,0,1,2,3,4,7,9,11,17,17,17,29,43,78,172,0,0,0
MEX,2017,731,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,741,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,770,1,4007,8,38,28,51,100,96,92,102,95,158,212,251,345,416,464,472,427,356,296,0,0,0
MEX,2014,350,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,780,1,3193,23,47,31,38,57,60,61,72,73,92,132,174,233,321,370,401,366,318,322,0,0,2
MEX,2003,10,2,29014,9584,1089,215,187,397,570,696,718,638,583,477,627,664,816,949,1317,1594,2020,5799,0,0,74
MEX,2017,790,1,51252,0,1,3,11,37,92,184,334,663,1463,2532,4091,5655,6689,6948,6745,6135,4995,4662,0,0,12
MEX,2017,810,1,9292,116,181,139,167,315,334,339,372,506,605,597,630,659,638,605,666,698,732,965,0,0,28
MEX,2017,830,2,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
MEX,2017,870,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,960,2,8,0,0,0,0,2,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
MEX,2017,970,2,2183,45,83,96,100,123,90,78,81,86,109,120,127,147,120,180,154,123,148,173,0,0,0
MEX,2013,10,2,27850,7022,635,178,139,314,511,554,584,614,627,675,738,855,968,1144,1469,1926,2537,6337,0,0,23
MEX,2017,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,20,1,11584,855,362,102,118,134,411,752,972,950,862,907,818,708,620,618,611,600,528,610,0,0,46
MEX,2017,1030,2,13,0,0,0,0,0,1,0,0,0,0,0,2,1,4,1,1,1,1,1,0,0,0
MEX,2017,1040,1,92400,157,67,60,96,272,546,819,1127,1455,2300,3230,4523,6110,7260,8716,9947,11306,12362,21834,0,0,213
MEX,2017,1070,1,55484,0,0,0,0,125,267,433,613,817,1369,1965,2818,3820,4572,5416,6055,6648,7199,13193,0,0,174
MEX,2017,1100,1,8362,47,41,31,39,46,69,90,140,186,211,287,342,499,534,708,839,982,1061,2196,0,0,14
MEX,2017,1140,2,3687,133,71,18,20,20,31,33,40,58,81,130,155,189,261,338,379,436,434,860,0,0,0
MEX,2015,690,1,31,0,0,0,0,0,0,0,0,0,2,2,6,3,3,2,7,1,3,2,0,0,0
MEX,2017,1180,1,389,2,10,3,11,10,5,19,11,14,22,18,30,32,24,29,34,31,33,51,0,0,0
MEX,2001,980,1,9,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0
MEX,2017,1184,1,1368,15,1,2,0,5,6,9,12,27,46,36,76,81,119,146,164,203,178,242,0,0,0
MEX,2017,940,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1220,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2014,1560,2,3524,32,43,31,159,497,463,420,401,327,245,218,158,124,73,72,45,50,25,34,0,0,107
MEX,2008,920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1340,2,13,9,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MEX,2011,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,350,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1420,9,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1430,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1480,2,14048,530,496,263,456,1008,1256,1121,920,920,819,669,591,517,516,486,535,604,698,1432,0,0,211
MEX,2017,1530,1,466,3,18,7,13,20,22,29,36,38,49,38,25,30,24,25,23,23,14,20,0,0,9
MEX,2002,1620,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MEX,2015,1010,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,1550,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
MEX,2017,1580,9,110,1,0,0,0,0,1,1,2,3,2,0,0,0,0,1,0,0,0,0,0,0,99
MEX,2017,1610,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9
MEX,2017,1620,1,4275,68,49,18,48,231,367,437,421,402,395,330,309,257,209,158,108,94,68,55,0,0,251
MEX,2017,9001,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEX,2002,1590,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,1300,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,810,2,6007,99,141,117,133,158,161,135,128,143,186,234,246,246,285,344,413,583,764,1491,0,0,0
MEX,2011,780,2,2370,41,44,25,27,38,28,43,48,74,89,133,149,176,205,235,250,257,245,261,0,0,2
MEX,2002,1610,2,4559,98,64,24,21,32,42,39,47,52,52,48,68,73,106,169,227,314,514,2492,0,0,77
MEX,2004,680,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,460,2,12,0,0,0,1,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,640,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,630,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1440,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,613,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,680,2,560,1,0,0,0,2,1,9,13,11,16,20,22,24,41,37,55,73,67,168,0,0,0
MEX,2013,612,2,27,0,0,1,0,1,1,1,2,2,1,4,3,0,3,2,2,3,1,0,0,0,0
