iso3,year,cause,sex,all,a00,a01,a05,a10,a15,a20,a25,a30,a35,a40,a45,a50,a55,a60,a65,a70,a75,a80,a85,age,any_year_reason,unk
MEX,1998,30,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEX,2005,140,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,160,2,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,4,0,0,1
MEX,2003,80,2,34,0,0,0,0,0,2,2,3,1,5,2,2,3,1,1,3,1,3,4,0,0,1
MEX,2002,210,1,9,0,0,0,0,0,0,0,2,1,2,0,1,0,0,1,1,0,0,1,0,0,0
MEX,1998,670,1,4246,0,1,1,1,8,17,25,26,44,82,140,229,371,565,694,730,599,382,326,0,0,5
MEX,2007,920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1450,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MEX,2006,540,2,4104,243,118,25,17,19,26,22,36,21,29,29,56,59,71,108,187,351,544,2127,0,0,16
MEX,1999,100,1,2883,1121,415,53,32,22,39,34,33,43,46,61,51,60,79,114,123,134,140,274,0,0,9
MEX,1999,870,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,430,2,255,0,0,0,4,23,44,46,60,51,24,2,1,0,0,0,0,0,0,0,0,0,0
MEX,2014,120,2,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,1260,2,952,0,0,0,0,1,4,11,15,10,25,32,59,68,68,81,99,119,142,218,0,0,0
MEX,1999,860,2,223,0,0,0,0,3,4,5,11,16,24,26,15,20,24,19,17,16,8,12,0,0,3
MEX,2001,830,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2014,1310,2,4382,3031,432,95,92,108,95,59,60,61,44,54,44,41,35,31,24,23,20,33,0,0,0
MEX,2005,250,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,460,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,1300,2,1881,9,3,9,33,70,77,85,98,101,93,109,120,111,104,106,130,131,145,345,0,0,2
MEX,2013,751,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,530,2,5687,209,125,54,28,49,39,56,48,64,67,94,73,126,141,224,348,552,731,2650,0,0,9
MEX,2003,742,2,1268,0,0,0,0,0,1,0,3,11,36,53,88,133,147,218,170,177,131,99,0,0,1
MEX,1998,1160,2,1400,0,0,0,0,6,8,12,6,15,21,30,44,55,83,104,141,201,211,460,0,0,3
MEX,2016,970,1,2972,72,139,103,153,195,206,146,109,139,134,152,187,186,205,213,168,174,138,149,0,0,4
MEX,2006,660,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,742,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,750,1,1759,2,16,28,32,44,43,36,57,74,76,123,132,148,174,201,210,157,121,85,0,0,0
MEX,2000,1140,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,1430,1,64,1,2,0,0,1,5,2,1,2,4,2,5,13,6,4,2,4,6,4,0,0,0
MEX,2011,1270,1,125,0,0,0,0,0,0,0,1,0,0,1,0,0,2,5,7,22,18,69,0,0,0
MEX,2007,1240,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,400,2,130,76,12,0,0,0,1,0,0,2,2,1,3,1,1,3,1,7,6,14,0,0,0
MEX,2004,1541,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,9001,2,5904,42,19,12,8,22,24,22,40,38,47,84,114,158,280,372,507,655,790,2640,0,0,30
MEX,2009,9004,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,682,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,960,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1475,2,211,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,890,2,57,0,0,0,0,0,3,0,3,8,6,5,14,3,2,5,4,1,1,2,0,0,0
MEX,2002,751,2,166,0,0,1,4,5,5,13,8,10,10,8,8,15,9,14,19,15,11,11,0,0,0
MEX,2017,1370,2,44,40,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEX,2003,753,2,335,0,0,0,0,0,0,0,2,12,9,19,31,49,48,41,54,34,18,18,0,0,0
MEX,2003,950,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEX,2009,1230,2,1430,9,9,2,5,11,13,8,24,25,37,53,84,90,105,117,169,185,156,328,0,0,0
MEX,2001,920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,150,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,1160,2,1312,0,0,0,1,3,5,6,11,14,14,29,27,49,85,98,146,174,192,454,0,0,4
MEX,2005,1550,9,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
MEX,2007,80,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,1620,1,1926,24,34,14,55,153,198,207,195,194,155,113,108,89,80,93,54,40,30,28,0,0,62
MEX,2007,1220,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,60,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,1130,1,867,24,29,8,19,14,13,12,15,11,23,19,33,27,45,69,95,111,120,177,0,0,3
MEX,2012,770,2,3962,5,33,17,37,57,51,56,78,101,164,271,321,370,364,401,476,420,338,399,0,0,3
MEX,2005,570,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,744,2,268,0,1,0,0,2,1,1,4,2,5,11,13,25,36,32,38,48,24,24,0,0,1
MEX,2010,960,2,6,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
MEX,2000,1030,2,12,2,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,2,2,0,0,0
MEX,2015,1030,1,13,1,0,0,1,1,0,0,1,0,2,2,1,2,0,0,0,0,1,1,0,0,0
MEX,2011,0,9,506,105,3,0,0,0,2,7,10,4,5,6,4,0,1,1,3,1,0,7,0,0,347
MEX,2014,910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,590,2,167099,4007,1202,707,748,1033,1209,1547,1919,2894,4278,6314,8434,10760,13996,16359,19135,19950,20229,32038,0,0,340
MEX,1999,110,1,78,9,1,1,3,4,1,2,5,3,5,4,5,5,4,8,9,3,4,1,0,0,1
MEX,2011,380,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,480,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,1541,2,160,7,25,13,6,12,18,12,18,10,13,9,4,1,1,6,2,0,1,1,0,0,1
MEX,1998,440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,190,2,444,0,0,0,0,0,0,1,4,11,7,28,53,62,63,77,60,43,22,13,0,0,0
MEX,2003,230,1,14,0,0,0,0,0,0,0,0,1,0,1,0,2,5,2,0,1,1,1,0,0,0
MEX,2006,770,1,3108,7,42,39,63,96,80,81,90,92,106,150,198,237,278,352,363,327,244,261,0,0,2
MEX,1998,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,1070,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MEX,2008,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,1230,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,530,1,4716,146,89,45,28,39,48,52,59,83,78,98,113,145,157,215,306,472,683,1833,0,0,27
MEX,2008,9008,2,29,0,2,1,1,4,4,4,0,0,2,0,1,0,0,0,0,1,5,4,0,0,0
MEX,2003,220,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,1180,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,90,2,615,16,14,4,5,14,79,93,135,101,59,29,23,22,9,8,0,2,0,1,0,0,1
MEX,2002,1410,1,90,51,12,7,7,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,1370,1,46,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,260,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,731,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,580,2,371,9,3,4,3,3,0,2,4,0,6,4,3,9,9,17,28,30,67,169,0,0,1
MEX,2011,960,1,11,1,1,1,0,0,2,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
MEX,2012,1130,1,628,17,15,10,6,10,21,20,14,20,19,23,20,25,31,47,65,62,72,131,0,0,0
MEX,2014,330,2,5,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
MEX,2015,780,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2014,1390,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,1210,2,6920,37,27,14,31,71,154,177,135,146,223,302,368,532,552,590,669,703,767,1420,0,0,2
MEX,2003,120,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,9000,1,1604,3,5,5,5,21,30,36,34,40,51,59,108,129,166,196,197,188,174,157,0,0,0
MEX,2005,630,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,790,1,40491,0,3,5,7,25,65,125,262,564,1072,2100,3215,4435,5369,5511,5371,5183,3766,3397,0,0,16
MEX,2008,30,2,781,0,3,5,7,19,30,48,32,39,52,52,48,71,58,85,64,76,56,36,0,0,0
MEX,2003,1040,1,53797,195,71,47,71,152,268,392,641,824,1347,1865,2518,3334,4384,5458,6611,7164,7129,11106,0,0,220
MEX,2008,830,2,9,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,0,0,0,0,0
MEX,2002,590,2,158301,4016,1175,717,818,1028,1172,1421,2077,2927,4266,6092,8073,10070,12980,15682,17934,18851,17773,30804,0,0,425
MEX,2002,410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,681,1,190,0,0,0,0,0,0,7,7,5,11,11,14,20,21,20,20,24,15,14,0,0,1
MEX,2005,250,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,1250,2,3198,8,2,8,16,48,64,63,116,105,153,172,193,212,204,207,287,292,341,706,0,0,1
MEX,2007,1130,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MEX,2013,500,9,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,650,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,970,2,2010,76,98,93,114,117,89,63,74,83,90,95,113,126,118,109,137,126,126,161,0,0,2
MEX,2000,1060,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2014,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,1182,1,599,47,19,4,3,4,7,12,9,6,12,19,20,22,30,55,63,73,74,118,0,0,2
MEX,2001,751,1,227,0,0,10,7,5,13,14,16,12,14,16,18,15,13,15,24,15,10,9,0,0,1
MEX,1999,1080,1,12112,59,12,10,28,44,76,79,126,164,272,385,507,672,969,1269,1472,1872,1580,2466,0,0,50
MEX,2004,100,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEX,2016,850,1,1145,37,65,34,41,61,76,68,60,91,103,85,93,73,57,47,48,43,29,32,0,0,2
MEX,2013,1200,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2001,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,490,1,8202,8202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,470,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,980,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,370,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,1080,1,14402,69,22,18,35,52,68,99,153,219,294,470,654,876,1020,1367,1745,2200,2117,2906,0,0,18
MEX,1999,920,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,744,1,255,0,0,0,0,0,1,3,2,2,6,8,22,21,34,43,29,41,24,19,0,0,0
MEX,2013,140,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,680,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,1580,1,22463,28,67,30,128,1895,3338,3679,3629,3039,2029,1401,946,597,368,265,187,118,55,57,0,0,607
MEX,2009,1000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,410,2,17,0,1,2,0,0,1,0,0,1,2,1,1,2,2,2,0,0,0,2,0,0,0
MEX,2001,20,2,7703,1120,508,138,114,129,220,286,306,287,300,308,338,380,453,472,489,528,474,819,0,0,34
MEX,2009,1510,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,1370,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,650,1,1914,5,6,2,6,7,6,14,23,29,40,65,116,149,207,282,300,280,168,204,0,0,5
MEX,2008,870,2,1348,1,3,0,0,0,0,1,0,2,4,9,7,10,38,51,107,199,292,623,0,0,1
MEX,1998,612,2,11,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,1,0,0,1,0,0,0
MEX,2014,1060,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,9008,1,153,7,7,2,1,6,16,25,23,24,12,11,5,2,2,1,0,1,4,3,0,0,1
MEX,2000,1430,1,36,0,0,2,0,0,2,2,3,3,5,3,2,4,4,2,2,1,0,1,0,0,0
MEX,2000,613,1,215,0,0,1,0,1,0,1,2,5,4,9,12,22,25,30,31,30,21,20,0,0,1
MEX,1999,460,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,9008,1,49,0,3,0,0,1,4,4,6,7,8,6,3,0,1,1,0,2,2,1,0,0,0
MEX,2013,970,1,2693,115,126,106,141,227,195,110,88,117,114,146,147,159,162,158,148,146,111,172,0,0,5
MEX,2016,520,1,3177,3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,740,1,445,1,2,0,0,0,1,0,5,6,7,9,26,20,38,56,78,70,59,65,0,0,2
MEX,2008,613,1,245,0,1,0,0,0,0,0,0,5,5,13,19,25,26,31,32,44,25,19,0,0,0
MEX,2014,1120,1,12287,14,4,1,1,3,6,20,26,37,40,89,171,316,577,951,1426,2064,2439,4095,0,0,7
MEX,2003,1580,2,1312,30,47,32,54,148,143,138,145,112,104,71,45,49,33,35,31,20,29,28,0,0,18
MEX,2005,1230,1,1113,12,12,1,2,7,14,19,15,19,28,33,37,57,78,104,120,149,145,257,0,0,4
MEX,1998,710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,210,1,20,0,0,0,1,0,0,0,0,0,1,0,1,1,5,2,2,6,0,1,0,0,0
MEX,2003,1300,1,387,5,3,3,5,12,12,14,17,11,19,18,17,33,25,33,40,40,36,43,0,0,1
MEX,2004,810,2,3811,93,141,110,126,132,143,127,133,138,149,161,159,164,168,213,277,346,430,590,0,0,11
MEX,2015,470,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,752,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,870,2,826,6,5,2,0,0,1,1,1,0,4,1,3,9,17,40,81,126,178,350,0,0,1
MEX,2002,1541,2,153,9,19,14,12,20,14,12,14,9,2,3,6,2,1,2,1,5,2,5,0,0,1
MEX,2000,1183,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,1410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,740,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,930,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,470,2,93,0,0,0,1,9,18,27,16,11,8,3,0,0,0,0,0,0,0,0,0,0,0
MEX,2015,1190,2,10909,100,59,30,31,45,61,82,102,159,246,400,568,838,999,1162,1265,1367,1392,2001,0,0,2
MEX,2015,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,1181,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,1180,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,600,2,35181,40,205,250,233,312,284,421,679,1155,1700,2462,3036,3327,3571,3678,3896,3839,2981,3090,0,0,22
MEX,2011,180,2,184,4,18,4,5,5,2,3,2,3,10,11,14,17,21,21,12,13,10,8,0,0,1
MEX,2013,1280,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2003,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,220,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,580,1,317,2,4,2,2,4,3,5,2,3,8,13,14,11,9,17,34,36,41,105,0,0,2
MEX,2005,660,2,1684,0,0,0,0,3,3,5,10,15,37,82,119,143,166,234,265,254,192,155,0,0,1
MEX,2013,1060,2,10656,1,4,6,4,27,46,39,47,70,105,207,309,424,579,769,987,1406,1802,3820,0,0,4
MEX,2014,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,613,1,266,0,0,0,0,1,1,0,1,5,7,14,16,28,35,40,29,32,28,29,0,0,0
MEX,2017,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,1050,1,428,0,1,1,5,6,10,10,22,26,36,34,45,47,43,48,34,24,14,22,0,0,0
MEX,2000,530,1,5607,471,240,59,36,48,60,78,88,89,95,100,132,141,224,269,429,551,654,1803,0,0,40
MEX,2010,270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2006,1181,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,360,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,880,2,297,0,0,0,0,1,0,0,1,1,6,2,6,10,10,25,40,56,42,96,0,0,1
MEX,2014,830,1,5,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0
MEX,2001,1360,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,1020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2002,1440,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,180,2,167,5,17,3,1,1,6,2,6,6,8,10,6,21,14,13,15,18,9,6,0,0,0
MEX,2017,850,1,1179,32,53,22,40,68,82,94,81,93,97,99,62,81,74,52,44,33,36,36,0,0,0
MEX,1998,1182,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1998,1475,1,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2012,1000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,1130,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,0,9,370,99,2,1,0,1,0,5,9,9,5,8,7,2,5,7,4,7,4,18,0,0,177
MEX,2012,1182,2,1012,22,15,5,6,10,4,11,8,7,16,20,31,28,45,63,96,152,170,303,0,0,0
MEX,2016,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,752,2,959,0,11,9,16,21,17,28,35,42,43,56,63,76,107,96,107,107,81,44,0,0,0
MEX,2007,780,2,1822,22,32,35,25,28,32,29,37,56,77,107,122,139,149,170,195,181,191,194,0,0,1
MEX,2009,900,1,157,0,0,0,0,5,19,22,29,21,15,17,9,7,3,2,1,0,1,0,0,0,6
MEX,1999,440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2004,270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2008,1560,1,16441,41,41,28,194,1389,2315,2392,2483,2056,1514,1161,786,503,457,336,217,140,90,86,0,0,212
MEX,2017,1350,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2010,880,2,493,0,0,0,0,1,0,0,3,3,2,2,2,8,20,37,48,89,120,158,0,0,0
MEX,1998,1590,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,1320,2,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2013,480,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2017,682,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2011,732,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,430,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,1999,1100,1,7948,122,41,21,28,45,64,87,97,136,170,180,239,369,481,639,831,1078,960,2322,0,0,38
MEX,1998,920,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,744,2,350,0,1,0,0,0,2,5,3,7,6,15,22,21,44,48,51,58,27,38,0,0,2
MEX,2011,1260,2,894,0,0,0,0,1,0,5,12,18,18,33,58,78,85,84,97,97,116,192,0,0,0
MEX,1998,900,2,33,0,0,0,1,2,1,3,1,4,2,1,2,3,0,5,0,3,3,2,0,0,0
MEX,2010,670,2,2331,1,0,0,4,8,11,7,13,50,58,100,144,192,228,277,327,352,304,255,0,0,0
MEX,2009,1610,2,5247,103,48,25,18,22,37,44,42,58,59,62,83,82,125,169,281,429,637,2892,0,0,31
MEX,2007,1260,1,315,0,0,0,0,1,1,0,2,1,8,9,21,14,16,38,33,46,63,62,0,0,0
MEX,2008,910,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2000,340,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,410,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2005,260,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2007,1610,1,4884,115,70,29,32,61,100,123,129,133,140,128,148,142,199,207,255,389,558,1849,0,0,77
MEX,2004,1310,9,42,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2016,370,1,2399,271,105,48,46,50,53,64,79,95,121,110,147,128,174,160,182,189,161,209,0,0,7
MEX,2017,340,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,2009,960,1,8,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
MEX,2000,80,2,41,0,0,0,1,1,1,0,4,3,4,3,1,3,2,5,2,2,4,5,0,0,0
